CTE,dCTE,curvature,dCurvature,HeadingError,steerAngle
0.148273132338564,-0.00369298150055483,0.000598371868324364,6.87261700493908e-05,-0.00604050766547293,-0.013
0.14581790936475,-0.0024552229738142,0.000667086672320147,6.87148039957831e-05,-0.00856478051972998,-0.013
0.142351236652346,-0.003466672712404,0.000724342729003401,5.72560566832547e-05,-0.00881650813528018,-0.013
0.138770360120195,-0.00358087653215117,0.000793044363271021,6.87016342676196e-05,-0.00689638164514261,-0.013
0.135964219629361,-0.00280614049083411,0.000850292058072694,5.72476948016725e-05,-0.00944255874488753,-0.013
0.132119802575891,-0.0038444170534693,0.000918985804859137,6.86937467864431e-05,-0.00757661981212004,-0.013
0.129030391850071,-0.00308941072582009,0.000976228185370049,5.72423805109126e-05,-0.0101679532945536,-0.013
0.124881468725425,-0.0041489231246459,0.00104491657977364,6.86883944035879e-05,-0.00835620207087401,-0.013
0.121470226480719,-0.00341124224470599,0.00111360257882916,6.86859990555269e-05,-0.00882330105604973,-0.013
0.117878002129817,-0.00359222435090238,0.00116860613223659,5.50035534074283e-05,-0.0114844216438765,-0.013
0.113198044608683,-0.00467995752113341,0.0011554284271744,-1.31777050621955e-05,-0.00974021448608703,-0.013
0.10923467733377,-0.00396336727491348,0.00111446270664113,-4.09657205332639e-05,-0.0101458707171487,-0.013
0.105095899891793,-0.00413877744197683,0.0010653034296024,-4.91592770387312e-05,-0.0128625580750535,-0.013
0.0998824537860912,-0.00521344610570199,0.00101614375098965,-4.91596786127526e-05,-0.0110595024198649,-0.013
0.0954069633950816,-0.00447549039100954,0.000975177060008464,-4.09666909811852e-05,-0.0114152060345028,-0.013
0.0907790569222248,-0.00462790647285681,0.000926016665603641,-4.91603944048226e-05,-0.0118226571533626,-0.013
0.0859998359156591,-0.00477922100656576,0.000885049329104829,-4.09673364988119e-05,-0.0121460388197888,-0.013
0.0810818167046619,-0.00491801921099712,0.000835888031822151,-4.91612972826788e-05,-0.0125147038184776,-0.013
0.0760279892077725,-0.00505382749688946,0.000794919773716334,-4.09682581058169e-05,-0.0128057639151968,-0.013
0.0708491178011042,-0.00517887140666833,0.000745757075646519,-4.91626980698149e-05,-0.012049745406508,-0.013
0.0659745410384674,-0.00487457676263681,0.000696593253920061,-4.91638217264577e-05,-0.0134443670592163,-0.013
0.0605621443936735,-0.00541239664479384,0.000655622279612593,-4.09709743074685e-05,-0.0136854764675362,-0.013
0.0550472503366064,-0.00551489405706708,0.000609651778291642,-4.59705013209508e-05,-0.0139554527799771,-0.013
0.0494326295633699,-0.00561462077323654,0.00059020417332488,-1.94476049667616e-05,-0.0141694114642716,-0.013
0.0437253105885375,-0.00570731897483238,0.000571372594755795,-1.88315785690853e-05,-0.0133328341711975,-0.013
0.0383473090870029,-0.00537800150153465,0.000555679461836191,-1.56931329196037e-05,-0.0146203078314963,-0.013
0.0324595228223976,-0.00588778626460529,0.000536847531756249,-1.88319300799424e-05,-0.0148547691127798,-0.013
0.0264863741102551,-0.00597314871214247,0.000518015423648544,-1.88321081077053e-05,-0.0150811252830331,-0.013
0.0204283862268858,-0.00605798788336929,0.000502321868536232,-1.56935551123114e-05,-0.0119273691622093,-0.013
0.0156199361221058,-0.00480845010478002,0.000483489447333984,-1.88324212022484e-05,-0.0154750607513763,-0.013
0.00940448133259471,-0.00621545478951108,0.000467795633408479,-1.5693813925505e-05,-0.0156451165985073,-0.013
0.00311552225987306,-0.00628895907272164,0.000448962898487419,-1.88327349210594e-05,-0.0125055590336149,-0.013
-0.00191825255501888,-0.00503377481489194,0.000433268815907137,-1.56940825802828e-05,-0.0159994268191355,-0.013
-0.00834834111510947,-0.0064300885600906,0.000414435742606495,-1.88330733006415e-05,-0.0139270099754004,-0.013
-0.0139369768965367,-0.00558863578142722,0.000395602465167357,-1.88332774391379e-05,-0.0152689793279362,-0.013
-0.0200774159781778,-0.0061404390816411,0.000381594377138678,-1.40080880286797e-05,-0.0164934579471413,-0.013
-0.0266980962487884,-0.00662068027061065,0.000374002970211813,-7.59140692686486e-06,-0.0133193930955912,-0.013
-0.032052047904819,-0.00535395165603059,0.000368658605113938,-5.34436509787485e-06,-0.0145343930609663,-0.014
-0.0378840323124836,-0.00583198440766462,0.000362245378422632,-6.41322669130557e-06,-0.0158597592278439,-0.014
-0.0442623941903003,-0.00637836187781669,0.000356901032851253,-5.34434557137919e-06,-0.0148202450853349,-0.015
-0.0502093368162312,-0.0059469426259309,0.000350487830117476,-6.41320273377728e-06,-0.0161405506959466,-0.015
-0.056700162691404,-0.00649082587517281,0.000344074642049325,-6.41318806815088e-06,-0.0151215025066179,-0.016
-0.062758909312838,-0.00605874662143395,0.000338730329761085,-5.34431228824009e-06,-0.0141617675410375,-0.016
-0.0684514490749949,-0.0056925397621569,0.000332317169075454,-6.41316068563129e-06,-0.0153879558000473,-0.017
-0.0746171862071419,-0.00616573713214702,0.000326972880637234,-5.34428843822004e-06,-0.0144240037440363,-0.018
-0.0804153300114857,-0.00579814380434382,0.000320559748599707,-6.413132037527e-06,-0.0156451315073038,-0.019
-0.0866842627567172,-0.00626893274523148,0.000315215484217238,-5.34426438246835e-06,-0.0146769623821514,-0.021
-0.0925841895251573,-0.00589992676844013,0.000308802152299415,-6.41333191782339e-06,-0.014811029459657,-0.022
-0.0985332989156751,-0.00594910939051775,0.00028991254441753,-1.88896078818849e-05,-0.0160229169502766,-0.023
-0.104948501296329,-0.00641520238065378,0.000257382526686347,-3.25300177311829e-05,-0.0150380567635278,-0.024
-0.110985394801563,-0.0060368935052338,0.000217993507804689,-3.93890188816578e-05,-0.0128839467950783,-0.026
-0.116149731180646,-0.00516433637908335,0.00018514972390344,-3.28437839012488e-05,-0.0152103858255457,-0.027
-0.122251271182718,-0.00610154000207205,0.000145695609109046,-3.94541147943947e-05,-0.0130252415963928,-0.028
-0.127467950706157,-0.00521667952343863,0.00010614820013292,-3.95474089761262e-05,-0.0153334913432088,-0.03
-0.133610946087562,-0.00614299538140539,7.30105972498465e-05,-3.31376028830731e-05,-0.0131096402424534,-0.031
-0.13885712137306,-0.00524617528549837,3.22538994290248e-05,-4.07566978208217e-05,-0.0131316948431298,-0.032
-0.144109303705968,-0.00525218233290753,5.1191357696178e-06,-2.7134763659407e-05,-0.0131371427329499,-0.033
-0.149361545589844,-0.00525224188387627,3.4834613985624e-05,2.97154782160062e-05,-0.013128163069283,-0.033
-0.154607933227814,-0.00524638763796936,6.87811418945323e-05,3.39465279089084e-05,-0.00977846733548771,-0.034
-0.158516228262654,-0.00390829503484058,0.000108562666402212,3.97815245076799e-05,-0.0130677351519686,-0.035
-0.163733820272997,-0.00521759201034294,0.000130276417214319,2.17137508121068e-05,-0.0107517974618634,-0.036
-0.168022157793518,-0.00428833752052035,8.98188782395121e-05,-4.0457538974807e-05,-0.00964332901918957,-0.037
-0.171877959602757,-0.0038558018092392,3.38801400017594e-05,-5.59387382377526e-05,-0.00961728247339766,-0.038
-0.175727094052593,-0.00384913444983606,7.03436829375696e-06,-2.68457717080025e-05,-0.0106823400045383,-0.038
-0.179995981566261,-0.00426888751366836,5.64893087898087e-05,4.94549404960517e-05,-0.00962902642586599,-0.04
-0.183855864352216,-0.00385988278595462,0.000102050576870721,4.55612680809125e-05,-0.00739893213739368,-0.041
-0.186824490444148,-0.00296862609193205,0.00015579928644395,5.37487095732292e-05,-0.00971776514981298,-0.041
-0.190726270806501,-0.00390178036235309,0.00020927800835864,5.34787219146901e-05,-0.00753773517928413,-0.042
-0.193753481279751,-0.00302721047324997,0.000253760958851733,4.44829504930923e-05,-0.00762261341552567,-0.043
-0.196820824857765,-0.00306734357801375,0.000307090270920056,5.33293120683236e-05,-0.00774546589590414,-0.043
-0.199937806133622,-0.00311698127585741,0.000351506467649995,4.44161967299386e-05,-0.00559964537320518,-0.043
-0.202202160833374,-0.00226435469975245,0.000404787178537694,5.32807108876995e-05,-0.00470802755738731,-0.043
-0.204114126553264,-0.00191196571988927,0.000449177093307509,4.43899147698148e-05,-0.00818506506237571,-0.043
-0.207424260271244,-0.0033101337179805,0.000482113054000492,3.29359606929831e-05,-0.00280191811283942,-0.043
-0.208575665059281,-0.00115140478803691,0.000444581025943296,-3.75320280571962e-05,-0.00526732095174337,-0.043
-0.210708956402627,-0.00213329134334589,0.000409766357595991,-3.48146683473051e-05,-0.00647584080721164,-0.043
-0.213323545977229,-0.00261458957460242,0.000367984131476939,-4.17822261190522e-05,-0.00331889610759756,-0.043
-0.214672254796352,-0.00134870881912294,0.000333160477334663,-3.4823654142276e-05,-0.00344349090446755,-0.043
-0.21607320012936,-0.00140094533300789,0.000291363436043369,-4.17970412912937e-05,-0.00357653013226483,-0.043
-0.217521422386046,-0.0014482222566862,0.000256522212880989,-3.48412231623802e-05,-0.00367366738779612,-0.043
-0.21900983483459,-0.00148841244854336,0.000214693442515825,-4.18287703651638e-05,-0.00150252732278894,-0.043
-0.219623353536493,-0.000613518701903126,0.000172829124816564,-4.18643176992611e-05,-0.00280820702945717,-0.043
-0.220758206831158,-0.00113485329466517,0.000137891593081033,-3.49375317355308e-05,-0.00163934824473566,-0.043
-0.22142192801267,-0.000663721181511895,9.58301430088397e-05,-4.20614500721934e-05,-0.00064490460599137,-0.043
-0.221685183859635,-0.000263255846965044,6.04520726718191e-05,-3.53780703370206e-05,-0.00171576268386292,-0.043
-0.22237421665932,-0.000689032799684436,1.44182455500522e-05,-4.60338271217669e-05,0.00158353055669042,-0.043
