CTE,dCTE,curvature,dCurvature,yawRate,steerAngle
-0.102470404529139,-0.000717598777682057,6.24606766552508e-05,-4.53868821835246e-05,0.033,-0.022
-0.101851572013653,0.000618832515485696,7.31009122693283e-06,-5.5150585428318e-05,0.033,-0.022
-0.101649126438298,0.00020244557535555,2.71886561314915e-05,1.98785649045587e-05,0.033,-0.022
-0.102360816329757,-0.000711689891458991,8.39837987244875e-05,5.6795142592996e-05,0.033,-0.022
-0.101759519152455,0.000601297177301841,0.000137928702199119,5.3944903474631e-05,0.033,-0.022
-0.101598745962278,0.000160773190177196,0.000182557471184265,4.46287689851461e-05,0.033,-0.022
-0.101048865723997,0.000549880238281272,0.000235973725095983,5.34162539117182e-05,0.033,-0.022
-0.100955312542272,9.35531817248814e-05,0.000280430723472075,4.44569983760926e-05,0.033,-0.022
-0.099580149327907,0.00137516321436476,0.000333742053308945,5.33113298368695e-05,0.033,-0.022
-0.0995843204716843,-4.17114377732064e-06,0.000387028742576988,5.3286689268043e-05,0.033,-0.022
-0.099233429762899,0.000350890708785315,0.000431422077949462,4.43933353724744e-05,0.033,-0.022
-0.0980418079347223,0.00119162182817668,0.000480286411078563,4.8864333129101e-05,0.0345,-0.023
-0.0982538031553171,-0.000211995220594854,0.000465468492914241,-1.48179181643228e-05,0.0345,-0.023
-0.0972126049227128,0.00104119823260429,0.000423692590868293,-4.17759020459476e-05,0.0345,-0.023
-0.0971492520432738,6.33528794390242e-05,0.000388875964634988,-3.48166262333047e-05,0.036,-0.024
-0.096238193587389,0.00091105845588485,0.000347090599723658,-4.17853649113306e-05,0.036,-0.024
-0.0953825298386046,0.000855663748784416,0.000305297048275895,-4.17935514477627e-05,0.036,-0.024
-0.0949940489863438,0.000388480852260759,0.000270460094287096,-3.48369539887987e-05,0.0375,-0.025
-0.0942310803517891,0.000762968634554703,0.000228639349038019,-4.18207452490775e-05,0.0375,-0.025
-0.0935057476488969,0.000725332702892212,0.000193767170770872,-3.48721782671466e-05,0.0375,-0.025
-0.0919015621039884,0.0016041855449085,0.0001518744182834,-4.1892752487472e-05,0.0375,-0.025
-0.0908149535265702,0.00108660857741814,0.000116888432506512,-3.49859857768882e-05,0.0375,-0.025
-0.0901629725412281,0.000651980985342124,7.46696301190058e-05,-4.22188023875062e-05,0.0375,-0.025
-0.0886139656258366,0.0015490069153915,3.11903831748424e-05,-4.34792469441634e-05,0.0375,-0.025
-0.0870709899660902,0.00154297565974641,1.13629281884624e-06,-3.00540903559962e-05,0.0375,-0.025
-0.0864377638391722,0.000633226126918018,1.67165701567609e-06,5.35364196829856e-07,0.0375,-0.025
-0.084478631103366,0.00195913273580622,2.46623057347519e-07,-1.42503395832857e-06,0.0375,-0.025
-0.0829359878868219,0.00154264321654407,3.47721920741455e-06,3.23059615006703e-06,0.0375,-0.025
-0.0809775506454031,0.00195843724141875,6.07905513367318e-06,2.60183592625863e-06,0.0375,-0.025
-0.0785273028027746,0.00245024784262848,9.15514281765059e-06,3.07608768397741e-06,0.0375,-0.025
-0.0765713458757592,0.00195595692701547,1.22170256504061e-05,3.06188283275552e-06,0.0375,-0.025
-0.0750337238040223,0.00153762207173688,1.47641398938556e-05,2.54711424344949e-06,0.0375,-0.025
-0.0721728825238803,0.00286084128014195,1.78179343827924e-05,3.05379448893681e-06,0.0375,-0.025
-0.0706404763868855,0.00153240613699487,2.03613926091703e-05,2.54345822637786e-06,0.0375,-0.025
-0.0677857629914236,0.00285471339546189,2.34125054738127e-05,3.05111286464241e-06,0.0375,-0.025
-0.0649348348126856,0.00285092817873799,2.5954505326922e-05,2.54199985310937e-06,0.0375,-0.025
-0.0620880709145082,0.00284676389817743,2.90556322581795e-05,3.10112693125743e-06,0.0375,-0.025
-0.0596622822203939,0.00242578869411425,4.0686688626419e-05,1.16310563682395e-05,0.036,-0.024
-0.0568267597085423,0.00283552251185159,5.70331561434102e-05,1.63464675169912e-05,0.036,-0.024
-0.0540003834297454,0.00282637627879696,7.65771858352939e-05,1.95440296918837e-05,0.036,-0.024
-0.0511863865162622,0.00281399691348313,9.28337847091138e-05,1.62565988738199e-05,0.0345,-0.023
-0.0474780241179406,0.00370836239832162,0.000112323399536205,1.94896148270916e-05,0.0345,-0.023
-0.0446967531983564,0.00278127091958416,0.000131801426683704,1.94780271474989e-05,0.0345,-0.023
-0.0410275423509571,0.00366921084739934,0.000148027571034383,1.62261443506783e-05,0.033,-0.022
-0.0369655165484704,0.00406202580248675,0.000167494486517884,1.94669154835016e-05,0.0315,-0.021
-0.0342560740399871,0.0027094425084833,0.000183714254614339,1.62197680964547e-05,0.03,-0.02
-0.030666316721307,0.00358975731868007,0.000203175652227007,1.94613976126677e-05,0.03,-0.02
-0.0271093904842594,0.00355692623704758,0.000219392006739986,1.6216354512979e-05,0.0285,-0.019
-0.0235873413769876,0.00352204910727183,0.000238850270909773,1.94582641697872e-05,0.027,-0.018
-0.0196875413518471,0.00389980002514048,0.000258228502722497,1.93782318127242e-05,0.024,-0.016
-0.0162453817486031,0.00344215960324404,0.00025671089556674,-1.51760715575669e-06,0.0225,-0.015
-0.0128431742608538,0.00340220748774922,0.000226698615272107,-3.00122802946331e-05,0.021,-0.014
-0.00906270433594451,0.00378046992490934,0.000201243484973411,-2.54551302986967e-05,0.0195,-0.013
-0.00481949304325726,0.00424321129268725,0.000170685960173692,-3.05575247997181e-05,0.0165,-0.011
-0.00109843686947405,0.00372105617378321,0.000145206570497118,-2.54793896765743e-05,0.015,-0.01
0.0021846389916494,0.00328307586112345,0.000114600127153284,-3.06064433438339e-05,0.012,-0.008
0.00635911778156299,0.00417447878991359,8.39244051307634e-05,-3.06757220225209e-05,0.0105,-0.007
0.0100249029879656,0.00366578520640257,5.82288387087524e-05,-2.5695566422011e-05,0,-0.006
0.0132663775321243,0.00324147454415878,2.67064010127528e-05,-3.15224376959996e-05,0,-0.005
0.0178278931643168,0.00456151563219248,4.24658684182519e-06,-2.24598141709276e-05,0,-0.004
0.0210642681293017,0.00323637496498484,2.53442807342022e-05,2.1097693892377e-05,0,-0.002
0.0247201296910914,0.00365586156178969,5.17693906461479e-05,2.64251099119457e-05,0,-0.001
0.0288793204225072,0.00415919073141586,7.71881948939001e-05,2.54188042477522e-05,0,-0.001
0.0321404560634397,0.00326113564093245,5.09691214495827e-06,-7.20912827489418e-05,0,-0
0.035821373852664,0.00368091778922437,2.88326700784343e-05,2.3735757933476e-05,0,0
0.0399904078847645,0.0041690340321005,0.000109888971717589,8.1056301639155e-05,0,0.001
0.0436470175082072,0.0036566096234427,0.000172780981320451,6.28920096028621e-05,0,0.002
0.0468602405817221,0.00321322307351482,0.000247584443744726,7.48034624242744e-05,0,0.002
0.0513582375494479,0.00449799696772584,0.000309724605605126,6.21401618604001e-05,0,0.003
0.0544811686518878,0.00312293110243987,0.000384187328360913,7.44627227557873e-05,0,0.004
0.057542958032787,0.00306178938089922,0.000458588079949592,7.44007515886788e-05,0,0.004
0.0618551577684635,0.00431219973567655,0.000520560600740031,6.19725207904394e-05,0,0.005
0.0647604504373149,0.00290529266885135,0.000594905875727953,7.43452749879214e-05,-0.0105,0.007
0.067983656583882,0.00322320614656707,0.000656847614805123,6.19417390771703e-05,-0.012,0.008
0.0706880972487314,0.0027044406648494,0.000731166844681509,7.43192298763859e-05,-0.0135,0.009
0.0741871216122717,0.00349902436354035,0.000787952026791239,5.67851821097306e-05,-0.015,0.01
0.0770616328177752,0.00287451120550347,0.000646975221698932,-0.000140976805092307,-0.018,0.012
0.0794214501350916,0.00235981731731641,0.000409065725720992,-0.00023790949597794,-0.0195,0.013
0.0830351947165285,0.0036137445814369,0.000205954925990487,-0.000203110799730505,-0.021,0.014
0.0852921555031582,0.00225696078662968,3.24483636409961e-05,-0.000173506562349491,-0.0225,0.015
0.0875504218152824,0.00225826631212418,0.000195242150382268,0.000162793786741272,-0.0225,0.015
0.0902575704396718,0.00270714862438941,0.000438813892164618,0.00024357174178235,-0.024,0.016
0.0926219306931889,0.00236436025351716,0.000676426726399965,0.000237612834235347,-0.024,0.016
0.0950948139202917,0.00247288322710278,0.000873427154074678,0.000197000427674713,-0.024,0.016
0.0981197757517713,0.00302496183147963,0.00110934906201721,0.000235921907942531,-0.024,0.016
0.10091015642384,0.00279038067206908,0.00130574333241126,0.000196394270394056,-0.024,0.016
0.103908151374556,0.00299799495071583,0.00154127361053605,0.000235530278124784,-0.024,0.016
0.107154919703438,0.00324676832888209,0.00173747063252334,0.000196197021987295,-0.024,0.016
0.111095413573417,0.00394049386997893,0.00193516447649935,0.000197693843976005,-0.024,0.016
0.11492681928395,0.00383140571053307,0.00203756271893311,0.000102398242433765,-0.024,0.016
0.118181065684469,0.00325424640051845,0.00212008351394127,8.25207950081543e-05,-0.024,0.016
0.122676799796716,0.00449573411224712,0.00221911448154508,9.90309676038143e-05,-0.024,0.016
0.126624396834716,0.00394759703799979,0.00230164528988458,8.25308083394942e-05,-0.024,0.016
0.131843309853281,0.00521891301856536,0.00240068808742892,9.90427975443458e-05,-0.024,0.016
0.136542896833858,0.00469958698057646,0.00248322834159341,8.25402541644905e-05,-0.024,0.016
0.142543820896519,0.00600092406266162,0.00258228164544153,9.90533038481211e-05,-0.024,0.016
0.148048400941241,0.00550458004472235,0.00268133965235126,9.90580069097241e-05,-0.024,0.016
0.15489576151484,0.00684736057359822,0.00276389086401718,8.25512116659267e-05,-0.024,0.016
0.1612712945633,0.00637553304846034,0.00286295471104447,9.90638470272881e-05,-0.024,0.016
0.168111747125723,0.00684045256242283,0.00294550893821279,8.25542271683179e-05,-0.024,0.016
0.175417599690271,0.00730585256454838,0.00304457380749839,9.90648692856038e-05,-0.024,0.016
0.183215691216658,0.00779809152638644,0.00300357095698348,-4.10028505149103e-05,-0.024,0.016
0.191480861286489,0.00826517006983124,0.00241184095320155,-0.000591730003781935,-0.024,0.016
0.20013184601734,0.00865098473085094,0.00176840814606398,-0.000643432807137572,-0.024,0.016
0.20864967047099,0.00851782445365032,0.00122948078079084,-0.000538927365273137,-0.024,0.016
0.217790256935104,0.00914058646411378,0.000568722951716103,-0.000660757829074738,-0.024,0.016
0.227033850754941,0.00924359381983753,8.22908365558984e-05,-0.000486432115160204,-0.024,0.016
0.236283533486414,0.00924968273147223,0.000522996927943587,0.000440706091387689,-0.024,0.016
0.24501291828223,0.00872938479581642,0.00107779149970118,0.000554794571757597,-0.024,0.016
0.253087790412317,0.00807487213008676,0.0017256478343825,0.000647856334681317,-0.024,0.016
0.261788858181246,0.00870106776892959,0.00236924794981584,0.000643600115433335,-0.0225,0.015
0.270107540525972,0.00831868234472583,0.00290438271199582,0.000535134762179985,-0.021,0.014
0.276632924156328,0.00652538363035521,0.00354583913424136,0.00064145642224554,-0.0195,0.013
0.283916198539631,0.00728327438330334,0.00407980353101491,0.000533964396773546,-0.0165,0.011
0.289218373230459,0.00530217469082844,0.00442742761944619,0.000347624088431283,-0.012,0.008
0.295147616320182,0.0059292430897227,0.00439896529317839,-2.84623262677992e-05,0,0.005
0.299448082260852,0.00430046594066991,0.00437329894578794,-2.56663473904555e-05,0,0.001
0.303549270683789,0.00410118842293755,0.00434251183138079,-3.07871144071487e-05,0,-0.004
0.306453997624801,0.00290472694101113,0.00431686700256806,-2.56448288127285e-05,0.0135,-0.009
0.309169302604183,0.00271530497938199,0.00428610736973937,-3.07596328286914e-05,0.0225,-0.015
0.310696516809746,0.00152721420556362,0.00426048678168865,-2.56205880507145e-05,0.0315,-0.021
0.311546398521892,0.000849881712146228,0.00422975779008954,-3.07289915991178e-05,0.042,-0.028
0.312220535661072,0.000674137139179465,0.00419904676827661,-3.07110218129292e-05,0.0525,-0.035
0.31262046594203,0.00039993028095775,0.00417346858752782,-2.55781807487841e-05,0.0645,-0.043
0.312363446063918,-0.000257019878112053,0.00414279267854415,-3.06759089836774e-05,0.075,-0.05
0.311432246626191,-0.000931199437726293,0.00411724487656618,-2.55478019779692e-05,0.087,-0.058
0.30944416408345,-0.00198808254274174,0.00414944720678381,3.22023302176339e-05,0.0975,-0.065
0.308518669355801,-0.000925494727648135,0.00442347712933517,0.000274029922551357,0.108,-0.072
0.305551630350638,-0.00296703900516343,0.00466723419234482,0.000243757063009652,0.117,-0.078
0.303683242966125,-0.00186838738451311,0.00495978485424599,0.000292550661901171,0.126,-0.084
0.300492236218013,-0.00319100674811207,0.00520360785530087,0.00024382300105488,0.132,-0.088
0.297392899403376,-0.00309933681463653,0.00549622379305456,0.000292615937753686,0.138,-0.092
0.293926400743315,-0.00346649866006121,0.00574008482156189,0.000243861028507336,0.144,-0.096
0.290334913586014,-0.00359148715730129,0.00603272037830905,0.000292635556747161,0.15,-0.1
0.285388327663338,-0.00494658592267549,0.00632533829192012,0.000292617913611067,0.156,-0.104
0.28072082858142,-0.00466749908191844,0.00656915474481399,0.000243816452893867,0.1605,-0.107
0.275553075087002,-0.00516775349441823,0.00686167051746243,0.000292515772648445,0.168,-0.112
0.270041430620908,-0.00551164446609326,0.00710535715506088,0.000243686637598444,0.174,-0.116
0.263941830623446,-0.00609959999746251,0.00739675177797153,0.000291394622910651,0.1815,-0.121
0.256667142501045,-0.00727468812240067,0.0076445884199827,0.000247836642011174,0.1905,-0.127
0.249446730711423,-0.00722041178962216,0.00783216529318414,0.000187576873201441,0.201,-0.134
0.240994965125781,-0.00845176558564248,0.00805751753349343,0.00022535224030929,0.21,-0.14
0.233459089822961,-0.00753587530281935,0.00824552016517353,0.000188002631680097,0.222,-0.148
0.224617629100927,-0.00884146072203371,0.00847136188749436,0.000225841722320833,0.2355,-0.157
0.214402725743248,-0.0102149033576797,0.00865975025217806,0.000188388364683703,0.249,-0.166
0.204675504018933,-0.00972722172431498,0.00888602259654348,0.000226272344365416,0.2655,-0.177
0.194826774095887,-0.00984872992304542,0.00911249699765269,0.000226474401109216,0.282,-0.188
0.183492299269321,-0.0113344748265668,0.00930135991802671,0.000188862920374016,0.2955,-0.197
0.171977895397856,-0.011514403871465,0.00952812916367984,0.000226769245653125,0.312,-0.208
0.160791228932744,-0.0111866664651114,0.00971719102998105,0.000189061866301212,0.3285,-0.219
0.149006120746993,-0.0117851081857512,0.00994413645784715,0.000226945427866106,0.3465,-0.231
0.135980385070015,-0.013025735676978,0.010154358131875,0.000210221674027808,0.366,-0.244
0.123512983106933,-0.0124674019630818,0.0101567769513943,2.41881951931061e-06,0.3795,-0.253
0.111007753668544,-0.0125052294383889,0.0100931382474308,-6.36387039634548e-05,0.396,-0.264
0.0984648462300317,-0.0125429074385125,0.0100401925734486,-5.29456739822177e-05,0.411,-0.274
0.0852839969493168,-0.0131808492807149,0.00997677181449144,-6.34207589571573e-05,0.4275,-0.285
0.0727018343660754,-0.0125821625832415,0.00992402396025772,-5.2747854233726e-05,0.441,-0.294
0.0594960781651909,-0.0132057562008845,0.00986085944580735,-6.31645144503635e-05,0.4575,-0.305
0.046934804268861,-0.0125612738963299,0.00979785004486085,-6.30094009465062e-05,0.4725,-0.315
0.0337242906862301,-0.0132105135826309,0.00974546819769315,-5.23818471676943e-05,0.486,-0.324
0.0221485771867324,-0.0115757134994977,0.00968276986912442,-6.26983285687329e-05,0.4995,-0.333
0.0102549246342006,-0.0118936525525318,0.0096306611139392,-5.2108755185222e-05,0.5145,-0.343
-0.00124863585354852,-0.0115035604877491,0.00956830658759107,-6.23545263481271e-05,0.528,-0.352
-0.0120920583344395,-0.010843422480891,0.00951649732063412,-5.18092669569512e-05,0.54,-0.36
-0.0225270229983452,-0.0104349646639057,0.0095014718756716,-1.50254449625166e-05,0.5535,-0.369
-0.0329406553456682,-0.010413632347323,0.00969486578853503,0.000193393912863429,0.5655,-0.377
-0.042061503263684,-0.00912084791801575,0.00987219340222432,0.000177327613689294,0.576,-0.384
-0.050811327708833,-0.00874982444514904,0.0100853260914408,0.000213132689216437,0.588,-0.392
-0.0580337927283186,-0.00722246501948556,0.0102632011071804,0.00017787501573961,0.597,-0.398
-0.0656392618876291,-0.00760546915931052,0.0104769417913234,0.000213740684143074,0.6105,-0.407
-0.0717813624651406,-0.00614210057751156,0.0106552778853678,0.000178336094044397,0.6195,-0.413
-0.0776849877008554,-0.00590362523571476,0.0108695108417084,0.000214232956340552,0.63,-0.42
-0.0831229638745876,-0.00543797617373215,0.0110839546048584,0.000214443763150033,0.6405,-0.427
-0.0872126209766361,-0.00408965710204852,0.0112627856559052,0.00017883105104676,0.651,-0.434
-0.0911347882332955,-0.00392216725665938,0.0114774931095175,0.000214707453612342,0.66,-0.44
-0.0937640246014675,-0.00262923636817207,0.0116564711251933,0.000178978015675745,0.6705,-0.447
-0.0960500603324642,-0.00228603573099669,0.0118695322404585,0.000213061115265256,0.6795,-0.453
-0.0973412239088196,-0.00129116357635539,0.0119514000068589,8.18677664003627e-05,0.69,-0.46
-0.0983443652662113,-0.00100314135739171,0.0119527157665894,1.31575973046777e-06,0.696,-0.464
-0.0983249101657822,1.94551004290833e-05,0.0119537339609437,1.0181943543644e-06,0.705,-0.47
-0.0980803835351222,0.000244526630660047,0.0119547934044809,1.05944353718211e-06,0.714,-0.476
-0.0955881817461642,0.00249220178895794,0.011956317526221,1.52412174011032e-06,0.7215,-0.481
-0.0930851577275256,0.00250302401863861,0.0119577979648894,1.48043866841224e-06,0.726,-0.484
-0.0893201874045689,0.00376497032295674,0.0119598264275157,2.02846262625789e-06,0.732,-0.488
-0.0843508945412195,0.00496929286334938,0.0119617263462614,1.8999187457059e-06,0.738,-0.492
-0.0793174288750499,0.00503346566616959,0.0119642570993132,2.53075305177083e-06,0.7425,-0.495
-0.0732415501919308,0.00607587868311911,0.0119670607979992,2.80369868606127e-06,0.747,-0.498
-0.0649990794273006,0.00824247076463026,0.0119696051207221,2.54432272286248e-06,0.7485,-0.499
-0.0564808418285062,0.00851823759879436,0.0119729070218871,3.30190116497146e-06,0.7515,-0.501
-0.0469617891823722,0.00951905264613401,0.0120005164840513,2.7609462164192e-05,0.753,-0.502
-0.0363798564060767,0.0105819327762955,0.01225244021558,0.000251923731528729,0.753,-0.502
-0.0246500758690135,0.0117297805370631,0.0124990968017476,0.000246656586167586,0.7545,-0.503
-0.0117774213554411,0.0128726545135725,0.0127958430598709,0.000296746258123339,0.753,-0.502
0.0018596850611482,0.0136371064165893,0.0130933625087257,0.000297519448854819,0.7515,-0.501
0.0164862067217612,0.014626521660613,0.0133418384106386,0.000248475901912905,0.7485,-0.499
0.0311487446891019,0.0146625379673406,0.0136405959018425,0.00029875749120384,0.7455,-0.497
0.0475469881272477,0.0163982434381459,0.0138899917514423,0.000249395849599852,0.7425,-0.495
0.0647252148077348,0.0171782266804871,0.0141897029407371,0.000299711189294765,0.7395,-0.493
0.0815911523150083,0.0168659375072734,0.0144397553659476,0.000250052425210546,0.735,-0.49
0.100265137507662,0.0186739851926539,0.0147400717014375,0.000300316335489818,0.7275,-0.485
0.118457767861406,0.0181926303537443,0.0150405472838873,0.00030047558244989,0.723,-0.482
0.137412945149133,0.0189551772877265,0.0152904254438096,0.000249878159922244,0.7155,-0.477
0.156830266562235,0.0194173214131019,0.0154133362436949,0.000122910799885348,0.708,-0.472
0.176729496266604,0.0198992297043688,0.0153717824970173,-4.15537466776014e-05,0.699,-0.466
0.197288259576275,0.0205587633096712,0.0153219669866127,-4.98155104046646e-05,0.6885,-0.459
0.217265228288004,0.0199769687117291,0.0152809382363885,-4.10287502241192e-05,0.6795,-0.453
0.237895959030808,0.0206307307428034,0.0152323012779434,-4.86369584451266e-05,0.6675,-0.445
0.259087600059751,0.0211916410289436,0.0151843337119145,-4.79675660288743e-05,0.657,-0.438
0.280792263807319,0.0217046637475676,0.0151448851091177,-3.94486027968533e-05,0.648,-0.432
0.302103098247924,0.0213108344406048,0.0150981912169822,-4.66938921355117e-05,0.6345,-0.423
0.322959373222782,0.0208562749748582,0.0150598282532868,-3.83629636953545e-05,0.624,-0.416
0.344419951154505,0.0214605779317237,0.015014465401692,-4.53628515948261e-05,0.6135,-0.409
0.366481111443063,0.0220611602885578,0.0149698516340412,-4.4613767650763e-05,0.603,-0.402
0.388092302457711,0.0216111910146478,0.0149332570207092,-3.65946133319955e-05,0.5895,-0.393
0.409345003967045,0.0212527015093345,0.0149423374318131,9.08041110382445e-06,0.579,-0.386
0.431164682784409,0.0218196788173631,0.0151014945532314,0.000159157121418355,0.567,-0.378
0.452556414918855,0.021391732134446,0.0153079280681392,0.000206433514907791,0.5565,-0.371
0.473527013267682,0.0209705983488275,0.0155153687412048,0.000207440673065586,0.5445,-0.363
0.493954837581789,0.0204278243141065,0.0156889524965879,0.000173583755383148,0.531,-0.354
0.514893787968744,0.0209389503869551,0.0158980445936386,0.000209092097050653,0.519,-0.346
0.534242702721915,0.0193489147531715,0.0160728904179683,0.000174845824329681,0.507,-0.338
0.554020595199171,0.0197778924772563,0.0162833504514783,0.000210460033510003,0.4935,-0.329
0.572194360722881,0.01817376552371,0.0164944235881292,0.000211073136650964,0.4815,-0.321
0.590670682459177,0.0184763217362951,0.0166707128031451,0.000176289215015869,0.4695,-0.313
0.607493145641878,0.0168224631827014,0.0168826403115614,0.000211927508416237,0.459,-0.306
0.623602690420571,0.0161095447786932,0.0170948749186507,0.000212234607089357,0.45,-0.3
0.638895717394444,0.0152930269738732,0.0172652141011689,0.000170339182518173,0.438,-0.292
0.653490453886314,0.0145947364918698,0.0173680997118644,0.000102885610695477,0.4305,-0.287
0.667237686094883,0.013747232208569,0.017442548175656,7.44484637916383e-05,0.4215,-0.281
0.679154988185811,0.0119173020909279,0.0175055909048661,6.30427292101152e-05,0.4155,-0.277
