CTE,dCurvature,HeadingError,lookAhead1,lookAhead2,lookAhead3,lookAhead4,lookAhead5,steerAngle
-0.0100939169673612,0,-0.00391519274668423,0.0043066120338967,0.0215794256484558,0.0233168386168798,0.00163949311225463,-2.99985364134997e-05,-0.025
-0.0117066080282335,6.87104349796235e-05,-0.000876696367395957,0.00427585774319312,0.0216148732528817,0.0229058518305136,0.00143031106691387,-1.58723470390829e-05,-0.025
-0.0121015558817178,5.72533313610063e-05,-0.00339190879999401,0.00425024184125389,0.0216118934049943,0.0225644249318513,0.00125632672217511,-1.53059113085451e-05,-0.025
-0.0135175916847465,6.86991115818282e-05,-0.00373538496291836,0.00421951874371303,0.0216077692615757,0.022156315211677,0.00111749294435689,-2.58004174351064e-05,-0.025
-0.0150648355967043,6.86949362826259e-05,-0.00185588015590382,0.00418881390135106,0.0216056888888708,0.0217502816319692,0.00103567641398737,-3.63156850344157e-05,-0.025
-0.0158567911648504,5.72432054021412e-05,-0.00551858576525854,0.00416324107922092,0.021605517514093,0.0214137354404019,0.000967550810664975,-4.50543159889621e-05,-0.025
-0.0181298147555809,6.8689254297387e-05,-0.0026157148870965,0.00413257184333798,0.0216071866484326,0.0210123072878438,0.000885793071811159,-5.55272701513594e-05,-0.025
-0.019236616701449,5.72391388462383e-05,-0.00299194123943519,0.0041073027213919,0.0216101390578247,0.020679983171927,0.000817654902034699,-6.42484248719442e-05,-0.025
-0.0205126784927626,6.86811462351884e-05,-0.00240401914802985,0.00422921892585911,0.0216155534597065,0.020284035536928,0.000735879283676997,-7.47092515518388e-05,-0.025
-0.0215465966051446,2.81038775337633e-05,-0.00389841286840864,0.00447222585822532,0.0216216223847695,0.019973790149081,0.000667722636053362,-8.34240777446836e-05,-0.025
-0.0231946926004148,-4.51958539195376e-05,-0.0043940155429335,0.0047647461835955,0.0216307688387964,0.0198809780927036,0.000585918049696157,-9.38797950220254e-05,-0.0249990916834821
-0.0250228330118091,-4.9159133621885e-05,-0.00486846174914429,0.00505731101075291,0.0216419421572142,0.0198732845489677,0.00050408762170759,-0.000104333890584444,-0.024
-0.0270284834725085,-4.09662629544535e-05,-0.00524168370799782,0.0053011435870298,0.0216527957553947,0.0198679804028056,0.000435865762187225,-0.000113044724010415,-0.024
-0.0291947161259284,-4.91598700848221e-05,-0.00235707504996424,0.00559376721488349,0.0216635868203379,0.0198629486919785,0.000353940656395913,-0.000123496889672823,-0.024
-0.03019465916279,-4.09668541804607e-05,-0.00602749595986235,0.00583763057093184,0.021628895844009,0.0198598697363501,0.000285583332889109,-0.000132206480020332,-0.0239990911548302
-0.0326733977696616,-4.91606101112459e-05,-0.00417013210599165,0.00613026281496229,0.0215702359278173,0.0198575151225557,0.000205530988172888,-0.000135350387199997,-0.023
-0.0343966957026367,-4.09675493549103e-05,-0.00566771530999527,0.00637410449776535,0.0215225448344269,0.0198566716108775,0.000198755256631524,-0.000123013996772084,-0.023
-0.0367288664949458,-4.91616147016242e-05,-0.0048376078432833,0.0066666691541151,0.0214667861077986,0.0198570034476374,0.000236988014676051,-0.000107467720634264,-0.023
-0.0387149419015724,-4.91623892980119e-05,-0.00410856650228819,0.00695915488168903,0.0214126734671837,0.0198588024582698,0.000275340920700598,-9.19161175896983e-05,-0.023
-0.0403997293888753,-4.09694251233968e-05,-0.00543864192331667,0.00720280702048706,0.0213688676807063,0.0198614224753505,0.000307292538734484,-7.89501048816883e-05,-0.023
-0.0426236650617596,-4.9164515650049e-05,-0.00467015819170846,0.00748719607711077,0.0213178816405496,0.0198643527289037,0.000345626963074119,-6.33779722270079e-05,-0.023
-0.0445306104924025,-4.09442849069526e-05,-0.00490318349746827,0.00768208775827442,0.0212767371525311,0.0196148415747284,0.000377567749681566,-5.03815324727857e-05,-0.023
-0.0465370563102865,-3.4522737265395e-05,-0.00623093502210953,0.00790725161933678,0.0212290087203523,0.0189422429985497,0.000415892641412294,-3.47320243792423e-05,-0.023
-0.0490667356290539,-1.57553784784389e-05,-0.00537444742456872,0.00809510312990443,0.0211906300546252,0.0183763129766718,0.00044782743872691,-2.1558221939535e-05,-0.023
-0.0512614004292454,-1.88316784106309e-05,-0.00561909933308574,0.00832077252025016,0.0211462792183643,0.0176972611334699,0.000486146749892189,-3.93193659962636e-06,-0.023
-0.0535452318924919,-1.88318693389582e-05,-0.00359748356741152,0.00854669756074556,0.0211034674844848,0.0170186954139454,0.000524463923982707,7.15190928007879e-06,-0.023
-0.0550144209037242,-1.56933620110767e-05,-0.00711153542457771,0.00873515034472688,0.0210671863723415,0.016453867894208,0.000556393567805617,2.12023531337177e-05,-0.023
-0.0578953795584906,-1.88321951657794e-05,-0.00400974122002412,0.00896149291705285,0.0210247410076906,0.0157771199731334,0.00059470779740919,3.69981442114512e-05,-0.023
-0.0595294731598101,-1.5693625326111e-05,-0.0041888027978742,0.00915026046496174,0.020990673198144,0.0152142085753971,0.000628272656938468,4.47027878166746e-05,-0.023
-0.0612412011191768,-1.88325058990353e-05,-0.00439624696562202,0.00937693491418816,0.0209513818854208,0.0145401433213641,0.000728360079129683,2.93088791541403e-05,-0.023
-0.0630296303228788,-1.56938857344614e-05,-0.004568616957009,0.00956593597995653,0.0209199836586851,0.0139797132141297,0.000836185708106565,1.43738546227352e-05,-0.023
-0.0648928024434592,-1.88328233188941e-05,-0.0070073117013299,0.00979283266184617,0.0208839428730161,0.0133088306918737,0.000965528823029894,2.2751649120616e-05,-0.023
-0.0677243284815035,-1.88330082841243e-05,-0.00161980707238624,0.0100197953926309,0.0208497124602709,0.0126396854812544,0.00109483763275031,-1.80995003744243e-05,-0.023
-0.0683958819661347,-1.56943250925206e-05,-0.00508753132528189,0.0101709005835438,0.0208225877708125,0.0120682090794493,0.00120257684618337,-3.28715129736157e-05,-0.023
-0.0704590717001826,-1.86060153244699e-05,-0.00525715133274451,0.0101355521213232,0.0207917390365177,0.0113599281197854,0.00133184806751123,-5.02916899168366e-05,-0.023
-0.0725851397159988,-9.19553831432604e-06,-0.00539080453643315,0.010082542559226,0.020767464077819,0.010768673936447,0.00143956383893548,-6.47377486966114e-05,-0.023
-0.0747697386831366,-6.42122672424642e-06,-0.00329123880719112,0.0100190379976872,0.0207400708487786,0.0100585467867129,0.0015688128342771,-8.20391194317974e-05,-0.023
-0.0761092275356845,-6.41323101378051e-06,-0.00465129005848758,0.00995566104580828,0.0207043452266651,0.00934795117047025,0.00169805248068911,-9.93217932914917e-05,-0.023
-0.0779892732990143,-5.34434945532759e-06,-0.00357593754376151,0.00990295254224497,0.0206082567816644,0.00875556183742571,0.00180574558735806,-0.000113715900321352,-0.023
-0.0794435702936425,-6.41320733464309e-06,-0.00373216683577365,0.00983983855741116,0.0204761030781156,0.00804454611524844,0.00193496946884186,-0.000130982725789363,-0.023
-0.0809566987711126,-5.34432831725403e-06,-0.00505864042230131,0.00978736429258747,0.0203667763445826,0.00745198070802637,0.00204264919492541,-0.000145368273954933,-0.023
-0.0830048904270412,-6.41318127932188e-06,-0.00400007566351063,0.00972454894801884,0.0202366309758828,0.00674089947011546,0.00215410284010918,-0.000150389366622223,-0.023
-0.0846258182963554,-5.34430560468913e-06,-0.00306761736024769,0.00967233774056886,0.0201291130381916,0.00614835215457713,0.00221342836108515,-0.000134853808840704,-0.023
-0.0858783168731712,-6.41315313423666e-06,-0.00426378273957967,0.00960985454180174,0.0200012942391599,0.00543731603490964,0.00228317597025288,-0.000115634742519378,-0.023
-0.0876045261772673,-6.41313683733051e-06,-0.00334717070844187,0.00954756587670001,0.0198748701436171,0.00472852505475476,0.0023529316260564,-9.64056269205971e-05,-0.023
-0.088960930804366,-5.34426903379525e-06,-0.00120129351313841,0.00949590322959851,0.0197706428208355,0.00438375774954124,0.00241106734955732,-8.03684732338529e-05,-0.023
-0.0894628732123668,-6.41310787925808e-06,-0.00465317629257067,0.0095542438821942,0.0196469912036319,0.00428491863645962,0.0024808371859251,-6.10945721552546e-05,-0.023
