CTE,dCTE,curvature,HeadingError,steerAngle
0.0513582375494479,0.00449799696772585,0.000309724605605126,0.00787982351985683,0.003
0.0544811686518878,0.00312293110243988,0.000384187328360913,0.0077274394715241,0.004
0.057542958032787,0.00306178938089921,0.000458588079949592,0.0108431582688585,0.004
0.0618551577684635,0.00431219973567654,0.000520560600740031,0.00736504152725143,0.005
0.0647604504373149,0.00290529266885137,0.000594905875727953,0.0081398205647325,0.007
0.0679836565838819,0.00322320614656706,0.000656847614805123,0.00689519643965664,0.008
0.0706880972487314,0.00270444066484941,0.000731166844681509,0.00888014892437161,0.009
0.0741871216122717,0.00349902436354035,0.000787952026791239,0.00727783744255495,0.01
0.0770616328177752,0.00287451120550346,0.000646975221698932,0.0059985532954725,0.012
0.0794214501350916,0.00235981731731642,0.000409065725720992,0.00907716291160715,0.013
0.0830351947165285,0.00361374458143693,0.000205954925990487,0.00566986593488078,0.014
0.0852921555031581,0.00225696078662962,-0.000120958278650858,0.00563398332047399,0.015
0.0875504218152823,0.0022582663121242,-0.000195242150382268,0.00669914366100027,0.015
0.0902575704396718,0.00270714862438941,-0.000438813892164618,0.00583110093849704,0.016
0.0926219306931889,0.00236436025351718,-0.000676426726399965,0.00608202087113258,0.016
0.0950948139202917,0.00247288322710278,-0.000873427154074678,0.00738618319175488,0.016
0.0981197757517713,0.00302496183147959,-0.00110934906201721,0.00680494250712177,0.016
0.10091015642384,0.00279038067206913,-0.00130574333241126,0.00724601413673542,0.016
0.103908151374556,0.0029979949507158,-0.00154127361053605,0.00786808780108927,0.016
0.107154919703438,0.0032467683288821,-0.00173747063252334,0.00948154305387677,0.016
0.111095413573417,0.00394049386997894,-0.00193516447649935,0.00926790268370431,0.016
0.11492681928395,0.00383140571053307,-0.00203756271893311,0.00784541055442189,0.016
0.118181065684469,0.00325424640051843,-0.00212008351394127,0.0108759639171058,0.016
0.122676799796716,0.00449573411224713,-0.00221911448154508,0.00953160557880689,0.016
0.126624396834716,0.00394759703799977,-0.00230164528988458,0.0126272742025222,0.016
0.131843309853281,0.00521891301856536,-0.00240068808742892,0.0113610586199944,0.016
0.136542896833858,0.00469958698057649,-0.00248322834159341,0.0145218497872021,0.016
0.142543820896519,0.00600092406266159,-0.00258228164544153,0.0133337853197477,0.016
0.148048400941241,0.00550458004472237,-0.00268133965235126,0.0167520704239413,0.016
0.15489576151484,0.00684736057359822,-0.00276389086401718,0.0154497993304326,0.016
0.1612712945633,0.00637553304846031,-0.00286295471104447,0.016664386518418,0.016
0.168111747125723,0.00684045256242286,-0.00294550893821279,0.0177091110973516,0.016
0.175417599690271,0.00730585256454841,-0.00304457380749839,0.0190018635446351,0.016
0.183215691216658,0.00779809152638644,-0.00300357095698348,0.0201066168450934,0.016
0.191480861286489,0.00826517006983121,-0.00241184095320155,0.0212635560482045,0.016
0.20013184601734,0.00865098473085088,-0.00176840814606398,0.0211184554229745,0.016
0.20864967047099,0.00851782445365035,-0.00122948078079084,0.0226691434097568,0.016
0.217790256935104,0.00914058646411381,-0.000568722951716103,0.0230455755170993,0.016
0.227033850754941,0.00924359381983753,0.000313363241593072,0.0231488404972954,0.016
0.236283533486414,0.00924968273147217,0.000522996927943587,0.0219936791984569,0.016
0.24501291828223,0.00872938479581645,0.00107779149970118,0.0204254615298082,0.016
0.253087790412317,0.00807487213008679,0.0017256478343825,0.0220690216343541,0.016
0.261788858181247,0.00870106776892965,0.00236924794981584,0.0211599141254752,0.015
0.270107540525972,0.00831868234472577,0.00290438271199582,0.01688399597008,0.014
0.276632924156328,0.00652538363035521,0.00354583913424136,0.018777731762223,0.013
0.283916198539631,0.00728327438330328,0.00407980353101491,0.0140809420100575,0.011
0.289218373230459,0.0053021746908285,0.00442742761944619,0.0155096622018655,0.008
0.295147616320182,0.00592924308972265,0.00439896529317839,0.0113335557343147,0.005
0.299448082260852,0.00430046594066991,0.00437329894578794,0.0110118720810388,0.001
0.303549270683789,0.00410118842293761,0.00434251183138079,0.00788661900492643,-0.004
0.306453997624801,0.00290472694101113,0.00431686700256806,0.00758516709194157,-0.009
0.309169302604183,0.00271530497938205,0.00428610736973937,0.00448418149678609,-0.015
0.310696516809746,0.00152721420556351,0.00426048678168865,0.00295231863808726,-0.021
0.311546398521892,0.000849881712146283,0.00422975779008954,0.00237682737301781,-0.028
0.312220535661072,0.000674137139179465,0.00419904676827661,0.00159049109990694,-0.035
0.31262046594203,0.00039993028095775,0.00417346858752782,8.98289838203725e-05,-0.043
0.312363446063918,-0.000257019878111941,0.00414279267854415,-0.00169886527378149,-0.05
0.311432246626191,-0.000931199437726404,0.00411724487656618,-0.00420593072720554,-0.058
0.30944416408345,-0.00198808254274169,0.00414944720678381,-0.00164794069205637,-0.065
0.308518669355801,-0.000925494727648135,0.00442347712933517,-0.00679957633171369,-0.072
0.305551630350638,-0.00296703900516349,0.00466723419234482,-0.00387071060357685,-0.078
0.303683242966125,-0.00186838738451317,0.00495978485424599,-0.00722230163577064,-0.084
0.300492236218013,-0.00319100674811196,0.00520360785530087,-0.00677181881881583,-0.088
0.297392899403376,-0.00309933681463664,0.00549622379305456,-0.0078078425389923,-0.092
0.293926400743315,-0.00346649866006121,0.00574008482156189,-0.00781801343662908,-0.096
0.290334913586014,-0.00359148715730118,0.00603272037830905,-0.0113672515678378,-0.1
0.285388327663338,-0.00494658592267561,0.00632533829192012,-0.0107456511476707,-0.104
0.28072082858142,-0.00466749908191838,0.00656915474481399,-0.0117715481686667,-0.107
0.275553075087002,-0.00516775349441811,0.00686167051746243,-0.0126849814457182,-0.112
0.270041430620908,-0.00551164446609337,0.00710535715506088,-0.0138941225417013,-0.116
0.263941830623446,-0.00609959999746257,0.00739675177797153,-0.0170262334938915,-0.121
0.256667142501045,-0.00727468812240062,0.0076445884199827,-0.0169917183457168,-0.127
0.249446730711423,-0.00722041178962218,0.00783216529318414,-0.0197744269554538,-0.134
0.240994965125781,-0.00845176558564248,0.00805751753349343,-0.0176258244850827,-0.14
0.233459089822961,-0.00753587530281935,0.00824552016517353,-0.0205567893919658,-0.148
0.224617629100927,-0.00884146072203368,0.00847136188749436,-0.0241630262048423,-0.157
0.214402725743248,-0.0102149033576797,0.00865975025217806,-0.022626474421592,-0.166
0.204675504018933,-0.00972722172431503,0.00888602259654348,-0.023144238753079,-0.177
0.194826774095887,-0.00984872992304534,0.00911249699765269,-0.0270262804368707,-0.188
0.183492299269321,-0.0113344748265668,0.00930135991802671,-0.0270778186317647,-0.197
0.171977895397856,-0.0115144038714649,0.00952812916367984,-0.0265052366842399,-0.208
0.160791228932744,-0.0111866664651115,0.00971719102998105,-0.0276406170130864,-0.219
0.149006120746993,-0.0117851081857512,0.00994413645784715,-0.0309549430379654,-0.231
0.135980385070015,-0.0130257356769781,0.010154358131875,-0.0297301439270538,-0.244
0.123512983106933,-0.0124674019630818,0.0101567769513943,-0.0296255927903021,-0.253
0.111007753668544,-0.0125052294383889,0.0100931382474308,-0.0298493361926023,-0.264
0.0984648462300317,-0.0125429074385125,0.0100401925734486,-0.0311235677134477,-0.274
0.0852839969493168,-0.0131808492807149,0.00997677181449144,-0.0298715118393671,-0.285
0.0727018343660754,-0.0125821625832415,0.00992402396025772,-0.0310964329527353,-0.294
0.0594960781651909,-0.0132057562008845,0.00986085944580735,-0.0297977317382161,-0.305
0.046934804268861,-0.0125612738963299,0.00979785004486085,-0.0316767440508354,-0.315
0.0337242906862301,-0.0132105135826309,0.00974546819769315,-0.027272419588344,-0.324
0.0221485771867324,-0.0115757134994977,0.00968276986912442,-0.0282655427850117,-0.333
0.0102549246342006,-0.0118936525525318,0.0096306611139392,-0.0270041395009409,-0.343
-0.00124863585354852,-0.0115035604877491,0.00956830658759107,-0.0255934228109371,-0.352
-0.0120920583344395,-0.010843422480891,0.00951649732063412,-0.0242704351663288,-0.36
-0.0225270229983452,-0.0104349646639057,0.0095014718756716,-0.0244136883392351,-0.369
-0.0329406553456682,-0.010413632347323,0.00969486578853503,-0.0214238597152874,-0.377
-0.042061503263684,-0.00912084791801573,0.00987219340222432,-0.0201716380958247,-0.384
-0.050811327708833,-0.00874982444514905,0.0100853260914408,-0.0165608171354439,-0.392
-0.0580337927283186,-0.00722246501948555,0.0102632011071804,-0.0170960162069688,-0.398
-0.0656392618876291,-0.00760546915931053,0.0104769417913234,-0.0136706496105608,-0.407
-0.0717813624651407,-0.00614210057751158,0.0106552778853678,-0.0126674757454815,-0.413
-0.0776849877008554,-0.00590362523571474,0.0108695108417084,-0.0118123113203789,-0.42
-0.0831229638745875,-0.00543797617373214,0.0110839546048584,-0.00865340090624633,-0.427
-0.0872126209766361,-0.00408965710204856,0.0112627856559052,-0.00784357267545005,-0.434
-0.0911347882332954,-0.00392216725665934,0.0114774931095175,-0.00485271404451942,-0.44
-0.0937640246014676,-0.00262923636817212,0.0116564711251933,-0.00354498854921942,-0.447
-0.0960500603324642,-0.00228603573099669,0.0118695322404585,-0.00134386108631956,-0.453
-0.0973412239088196,-0.00129116357635539,0.0119514000068589,-0.000175656976354022,-0.46
-0.0983443652662113,-0.0010031413573917,0.0119527157665894,0.00197868973881196,-0.464
-0.0983249101657822,1.94551004291249e-05,0.0119537339609437,0.00227096260925369,-0.47
-0.0980803835351222,0.000244526630660019,0.0119547934044809,0.00828503696179819,-0.476
-0.0955881817461642,0.00249220178895794,0.011956317526221,0.00802791499389757,-0.481
-0.0930851577275257,0.0025030240186386,0.0119577979648894,0.0115926947585276,-0.484
-0.0893201874045689,0.00376497032295675,0.0119598264275157,0.0142838746886862,-0.488
-0.0843508945412195,0.00496929286334941,0.0119617263462614,0.0148986355939799,-0.492
-0.07931742887505,0.00503346566616954,0.0119642570993132,0.0171241863628205,-0.495
-0.0732415501919308,0.00607587868311914,0.0119670607979992,0.0222644124763659,-0.498
-0.0649990794273006,0.00824247076463025,0.0119696051207221,0.0233166661286973,-0.499
-0.0564808418285062,0.00851823759879437,0.0119729070218871,0.0255604713551639,-0.501
-0.0469617891823722,0.00951905264613402,0.0120005164840513,0.0286794040657865,-0.502
-0.0363798564060767,0.0105819327762955,0.01225244021558,0.0312461154505164,-0.502
-0.0246500758690135,0.0117297805370631,0.0124990968017476,0.0345640886263819,-0.503
-0.0117774213554411,0.0128726545135725,0.0127958430598709,0.0362158963791135,-0.502
0.0018596850611482,0.0136371064165893,0.0130933625087257,0.0383922510698017,-0.501
0.0164862067217612,0.014626521660613,0.0133418384106386,0.0388966634592218,-0.499
0.0311487446891019,0.0146625379673406,0.0136405959018425,0.0430065659588024,-0.497
0.0475469881272478,0.0163982434381459,0.0138899917514423,0.045519616353047,-0.495
0.0647252148077348,0.0171782266804871,0.0141897029407371,0.0444444233240682,-0.493
0.0815911523150083,0.0168659375072734,0.0144397553659476,0.0494795593101795,-0.49
0.100265137507662,0.0186739851926539,0.0147400717014375,0.0479744645990404,-0.485
0.118457767861406,0.0181926303537443,0.0150405472838873,0.0494001576443404,-0.482
0.137412945149133,0.0189551772877265,0.0152904254438096,0.0512618289293124,-0.477
0.156830266562235,0.019417321413102,0.0154133362436949,0.0521230869661434,-0.472
0.176729496266604,0.0198992297043687,0.0153717824970173,0.0542203996296013,-0.466
0.197288259576275,0.0205587633096712,0.0153219669866127,0.0524990859704749,-0.459
0.217265228288004,0.0199769687117292,0.0152809382363885,0.0546062517756887,-0.453
0.237895959030808,0.0206307307428034,0.0152323012779434,0.0555326252228099,-0.445
0.259087600059751,0.0211916410289436,0.0151843337119145,0.0564827419924617,-0.438
0.280792263807319,0.0217046637475675,0.0151448851091177,0.0560420864455894,-0.432
0.302103098247924,0.0213108344406048,0.0150981912169822,0.0545327859566076,-0.423
0.322959373222782,0.0208562749748582,0.0150598282532868,0.0566238545414669,-0.416
0.344419951154505,0.0214605779317237,0.015014465401692,0.0576514063408662,-0.409
0.366481111443063,0.0220611602885578,0.0149698516340412,0.0561979749208747,-0.402
0.388092302457711,0.0216111910146478,0.0149332570207092,0.0558340557336091,-0.393
0.409345003967045,0.0212527015093345,0.0149423374318131,0.0569093867838561,-0.386
0.431164682784409,0.0218196788173632,0.0151014945532314,0.0565813523554575,-0.378
0.452556414918855,0.0213917321344458,0.0153079280681392,0.0549541432765037,-0.371
0.473527013267682,0.0209705983488275,0.0155153687412048,0.0533051025162158,-0.363
0.493954837581788,0.0204278243141064,0.0156889524965879,0.0551882417285885,-0.354
0.514893787968744,0.0209389503869554,0.0158980445936386,0.050994474669049,-0.346
0.534242702721915,0.0193489147531711,0.0160728904179683,0.0526145194706047,-0.338
0.554020595199171,0.0197778924772565,0.0162833504514783,0.0482776135250179,-0.329
0.572194360722882,0.0181737655237102,0.0164944235881292,0.0487048089643465,-0.321
0.590670682459177,0.0184763217362949,0.0166707128031451,0.0452445071753422,-0.313
0.607493145641878,0.0168224631827013,0.0168826403115614,0.0430022402425112,-0.306
0.623602690420571,0.0161095447786933,0.0170948749186507,0.0406650142309179,-0.3
0.638895717394445,0.0152930269738734,0.0172652141011689,0.0396806779333031,-0.292
0.653490453886314,0.0145947364918696,0.0173680997118644,0.0369866638452095,-0.287
0.667237686094883,0.0137472322085692,0.017442548175656,0.032201879282409,-0.281
0.679154988185811,0.0119173020909276,0.0175055909048661,0.0306751532015548,-0.277
0.690223863399532,0.0110688752137209,0.017582413955476,0.0258453730214679,-0.273
0.699471277908418,0.00924741450888622,0.0176473844663531,0.0247546504582964,-0.272
0.707970262792737,0.00849898488431877,0.0177264574374666,0.0193655656908221,-0.271
0.714525147910519,0.00655488511778202,0.0178067020076579,0.0191620191599557,-0.271
0.721130128413385,0.00660498050286618,0.017874437817229,0.0130397740088969,-0.272
0.724974610416784,0.0038444820033986,0.0179567223649628,0.0127777040664372,-0.274
0.728906856241479,0.00393224582469565,0.0180400579543285,0.00502557230698128,-0.278
0.729863379791231,0.000956523549752064,0.0181102743288916,0.00597883992731216,-0.281
0.730903116995114,0.00103973720388262,0.0181919546428914,0.000637493748469831,-0.285
0.729991155335766,-0.000911961659347926,0.0182593339321381,-0.00192538488980362,-0.289
0.72817818833108,-0.00181296700468581,0.018315256750984,-0.00601038618514807,-0.294
0.724437158918449,-0.00374102941263088,0.0183834662328531,-0.00648852472589634,-0.299
0.720692434663002,-0.00374472425544747,0.018452842086716,-0.0144209074846081,-0.303
0.713889624906131,-0.00680280975687098,0.0185115179299414,-0.0132648522472196,-0.308
0.707265105187335,-0.00662451971879563,0.0185829289119647,-0.0163113482337586,-0.313
0.699564634391887,-0.00770047079544789,0.0186432428729438,-0.0205238589574764,-0.318
0.689851679394237,-0.00971295499765057,0.0187165478836298,-0.0236393414601693,-0.324
0.679078013133003,-0.010773666261234,0.0187908232405895,-0.026370468421593,-0.33
0.667374144116791,-0.0117038690162117,0.0188534272712705,-0.0282009845822014,-0.335
0.654608450445615,-0.0127656936711763,0.0189294552729969,-0.0309712510101026,-0.342
0.640959844838916,-0.0136486056066989,0.0190437023960453,-0.0366856847784451,-0.347
0.625162372071303,-0.0157974727676133,0.0191719214274911,-0.0361776835198732,-0.354
0.609227983366932,-0.0159343887043705,0.0193276581729544,-0.0390838716606442,-0.36
0.592361638659658,-0.0168663447072739,0.0194852058380197,-0.0425426821174621,-0.367
0.574230219398933,-0.0181314192607255,0.0196178130207582,-0.0446697731475621,-0.373
0.554915218202355,-0.0193150011965781,0.0197784394610387,-0.0477501003617089,-0.381
0.534609584279387,-0.0203056339229674,0.0199406046022526,-0.0484409383427908,-0.389
0.514177248154879,-0.020432336124508,0.0200768413714295,-0.0531839743289158,-0.396
0.491540655923572,-0.0226365922313073,0.0202415485244362,-0.0545624133533439,-0.404
0.468472528078407,-0.0230681278451646,0.0203797449897565,-0.0539869052268303,-0.412
0.445317940813955,-0.0231545872644521,0.0205466045490383,-0.059782385150444,-0.419
0.420127759512697,-0.0251901813012578,0.0207100350380303,-0.0613898610732372,-0.427
0.394404931270062,-0.0257228282426357,0.0207520360948421,-0.0609512922970423,-0.434
0.368568505053869,-0.0258364262161929,0.0207435424587612,-0.065052357271106,-0.441
0.341249587874554,-0.0273189171793146,0.0207378084792491,-0.0670199505410206,-0.449
0.312854266894081,-0.0283953209804733,0.0207325834680232,-0.0680521385820503,-0.456
0.284317361019209,-0.0285369058748723,0.0207291676431846,-0.0690766015005371,-0.464
0.255559360746697,-0.0287580002725119,0.0207277045694407,-0.0717146473880536,-0.471
0.225417785481126,-0.0301415752655703,0.0207276097529334,-0.0727428568371148,-0.479
0.1950706822128,-0.030347103268326,0.0207289146413727,-0.0746683695177682,-0.484
0.163681715760494,-0.0313889664523068,0.0207321400532787,-0.0733040869842148,-0.491
