CTE,curvature,HeadingError,steerAngle
-0.0371362724138743,0.000999781064353232,-0.00361394865676329,-0.025
-0.0385317825416966,0.000920195263388458,-0.000102493990062902,-0.025
-0.0386616119339743,0.000855320976070005,-0.00314367030090418,-0.025
-0.0401482851460714,0.000868029812822504,-0.00461824522902726,-0.025
-0.0422066999569013,0.000969449394669492,-0.00312725791533575,-0.025
-0.0433264749949357,0.00101320816139502,-0.00550418806282144,-0.025
-0.0454888953838628,0.000946910057170421,-0.00209208546643985,-0.025
-0.0464387822818991,0.000799745362620124,-0.00287923045201383,-0.025
-0.0477325208998104,0.000714813413620006,-0.00268936592703367,-0.025
-0.0489416230775652,0.000755311025373053,-0.00431509393475649,-0.025
-0.0506311807309496,0.000843021212515806,-0.00404143176805966,-0.0249990916834821
-0.0522708100979153,0.000867367515640795,-0.00431705406725685,-0.024
-0.0541222107655284,0.000802208176066213,-0.004906206869634,-0.024
-0.056047834635238,0.000716572896561886,-0.00122157976283488,-0.024
-0.0564992718506155,0.000668785190227286,-0.00480265112131895,-0.0239990911548302
-0.0587170178024412,0.000660376735054985,-0.00462064612931079,-0.023
-0.0606121229438267,0.000659178063099243,-0.00565173148670289,-0.023
-0.0625341506710562,0.000666210626763661,-0.00277107741468763,-0.023
-0.0637605617124067,0.000662928597472329,-0.00287581679351667,-0.023
-0.0653043136353427,0.000616406583690024,-0.00549539096252705,-0.023
-0.0673150892031986,0.00053668844897999,-0.00271297740727983,-0.023
-0.0683204316417556,0.000476252142384875,-0.00262841569012651,-0.023
-0.0696910237241153,0.000469598073256906,-0.00570008321219939,-0.023
-0.0720989888379427,0.000532121637741435,-0.00518115012949855,-0.023
-0.0740982390147613,0.000652702080435944,-0.00466520404611354,-0.023
-0.0758463767387206,0.000699040474648461,-0.00171664624382162,-0.023
-0.0764793710337417,0.000597207209752917,-0.00504208860749944,-0.023
-0.0786780712531743,0.00043444951635166,-0.00291778297350853,-0.023
-0.0799388155572031,0.000357802298863593,-0.00336455752355663,-0.023
-0.0812909273339778,0.000429232875965903,-0.0035442973523791,-0.023
-0.082838153717433,0.000546018125245512,-0.00438680081878517,-0.023
-0.0846764977034384,0.000584979672356826,-0.00655572388569725,-0.023
-0.0869529693369491,0.000522786436112858,0.00124442723659463,-0.023
-0.0864406113558914,0.000442406330573207,-0.00250480134131309,-0.023
-0.087940617482148,0.000376345184170491,-0.00512017496024503,-0.023
-0.090030322808442,0.000362227076174058,-0.00495809033370109,-0.023
-0.091769231718119,0.000379557312660974,-0.00178647379756608,-0.023
-0.0926227594157276,0.000418012471385191,-0.00419128153389037,-0.023
-0.0944130098569622,0.000447076308177438,-0.00349150227463019,-0.023
-0.0957266569223523,0.000437642656170479,-0.00285004748606177,-0.023
-0.0967353270620895,0.000380292434590174,-0.00328382330580262,-0.023
-0.0979227853350477,0.000271592503724131,-0.00172469110636003,-0.023
-0.0987887318529416,0.000210761444807451,-0.00216788646030558,-0.023
-0.0998411124991199,0.000252603356735833,-0.00418676471177193,-0.023
-0.101530083521297,0.000334568457028323,-0.00300735908966215,-0.023
-0.102653724051928,0.000362328182748248,-0.000255936258147405,-0.023
-0.102632403665876,0.000300498959520827,-0.00303852699426049,-0.023
-0.103883944753094,0.00020900828923898,-0.0024522888849558,-0.023
-0.104951601828072,0.000199651530353926,-0.000647963297907783,-0.023
-0.105218731661686,0.000217711561941183,-0.00284377176399725,-0.023
-0.106315342871231,0.000215659623266526,-0.000329972151563274,-0.023
-0.10639218423668,0.000224694968896215,-0.00122268389547953,-0.023
-0.106994229558866,0.000290566648751569,-0.00123311357847561,-0.023
-0.107649524948637,0.000405332229676373,-0.00424119918038052,-0.023
-0.109237420001535,0.000496084034754278,-0.000937239218687658,-0.023
-0.10945501601031,0.000443876747311187,0.00207927567325955,-0.023
-0.108640877122975,0.000305813832990637,0.000518578682241921,-0.023
-0.108613530425842,0.000210401779133257,-0.00196524103979506,-0.0229995769129978
-0.109631030983034,0.000245571857899864,-0.0031711148551653,-0.022
-0.110862938368292,0.000344140623533267,-0.00017638475379067,-0.022
-0.110739815753891,0.000345049268199827,-0.00146113381341961,-0.022
-0.111283636567589,0.000222563486033153,0.00186753163624276,-0.022
-0.110594171454897,3.40099047700997e-05,0.000402730540423668,-0.022
-0.11049729098559,-4.76626022830994e-05,-0.00223619707402251,-0.022
-0.111418204144888,5.94242439341882e-07,0.00100998902436178,-0.022
-0.110995074839353,0.00012208381488815,4.55533821258625e-05,-0.022
-0.111001005630492,0.000258476121420107,0.000901607313291475,-0.022
-0.110635290777792,0.000282172736044753,9.51071629436417e-05,-0.022
-0.110488509461644,0.000234795614405967,0.00408826361994713,-0.022
-0.108836856977227,0.000167672544499526,0.00056830049085882,-0.022
-0.108773009089607,0.000176885219262317,0.000646849437641983,-0.022
-0.108685089207174,0.000247712860499123,0.0020164784153856,-0.0220008849482766
-0.107924970203119,0.000280611284728516,-0.0012308565767406,-0.023
-0.108254156041862,0.000245970426940437,0.00325532932041628,-0.023
-0.106838502266792,0.000150022947565658,0.00118607568864104,-0.0230016274833058
-0.106569367517317,0.000111175425652942,0.00222323407871511,-0.024
-0.10577798053537,0.000149278981780213,0.00203452674883187,-0.024
-0.104826175318947,0.000203386299175324,0.00184701074288257,-0.0240001022804586
-0.104031562746657,0.000210699545200002,0.00316860437022848,-0.025
-0.102797604468034,0.00015120551187674,0.0027486666281788,-0.025
-0.101862654274577,0.000113794571192886,0.0039887640741415,-0.025
-0.100372911470466,0.000142403429511814,0.00246341639620618,-0.025
-0.0992652908133335,0.000190497890761577,0.00223047980098956,-0.025
-0.0983354771579441,0.000208914560720864,0.00463895642255308,-0.025
-0.0965193852546494,0.000189656213428099,0.00445295286963593,-0.025
-0.0947257129019886,0.000158281916198078,0.00230163797010335,-0.025
-0.0937996274982753,0.000131646658141011,0.00550891332937326,-0.025
-0.0916784827173652,0.000102031921798137,0.00391073100842726,-0.025
-0.090137170643331,7.64388305129024e-05,0.00489103568100085,-0.025
-0.0881237251935446,8.06300869699753e-05,0.00634798408407306,-0.025
-0.0856659368666625,0.000107368105709369,0.00446957354353367,-0.025
-0.0840209937463803,0.00012683768151164,0.0031029182008393,-0.025
-0.0825480792737138,0.000105243856006621,0.00836201657829716,-0.025
-0.079085113364871,5.72845932187134e-05,0.00539239541616998,-0.025
-0.0772308570257894,2.04538223890648e-05,0.00667637187264059,-0.025
-0.0746597297816161,4.11233522881577e-05,0.00640394835112701,-0.025
-0.0718858862328039,0.000136987551308917,0.00746973928584715,-0.025
-0.0689134958009025,0.000246456669363406,0.00591259271320255,-0.0249994655769082
-0.0666506521563192,0.000277779325793397,0.00645460306437057,-0.024
-0.063994968843195,0.000246404803382717,0.00714142813618207,-0.024
-0.0610677456772407,0.000193225707811329,0.00744590529924094,-0.0239983215264694
-0.0581537005745143,0.000157965507849551,0.00922720234732438,-0.023
-0.0545645689423908,0.000158603907025259,0.00637252677349298,-0.023
-0.0521334450694651,0.000135445063313389,0.00817788826803256,-0.0229984320319468
-0.0488097308367939,7.18989107436275e-05,0.00976249297182674,-0.0219977927026923
-0.0448206450747629,9.53881359526412e-06,0.00683502515516515,-0.020999428581716
-0.0421559424701771,-2.13080320689692e-05,0.00855061044433014,-0.02
-0.0387974605882225,1.49889790770721e-05,0.0082972588222745,-0.0199991619222001
-0.0354234736881506,9.21515778286154e-05,0.00871594021885158,-0.0189985175499111
-0.0318163977949134,0.000153854334557283,0.0105955675410111,-0.0179957560514364
-0.0274755839968059,0.000163138782781225,0.00997412510854861,-0.0159995135153082
-0.0236543642676331,0.000162195439936909,0.00856821781216105,-0.0149988691430195
-0.0204479638652246,0.000198553927526845,0.00858568543818539,-0.0139982288173691
-0.0169347889790558,0.000255248434738247,0.0105714741533411,-0.0129997299420625
-0.012629078579499,0.000271074703670664,0.00945368582534228,-0.0109982073798377
-0.00896817360689707,0.000226462069761453,0.00773190155708298,-0.00999968724381275
-0.00587908995281136,0.000137141277042021,0.010296984412477,-0.00799919843406289
-0.00162159739540328,0.000103741211301483,0.00967627664195253,-0.00699754303886543
0.00219409577905289,0.000110553399785707,0.00807891333416139,-0.00599917776310733
0.00531292052313821,0.000115708423711723,0.0110051352119171,-0.00499853525043461
0.00982941152581791,0.000108142184250478,0.00852291822628276,-0.00399831719647007
0.0132911901961023,8.45346199320874e-05,0.00945321468054544,-0.00199851761277087
0.016867924889524,5.50750454646181e-05,0.00956827734213339,-0.0010001542113041
0.0206188305224068,-9.31771117587978e-07,0.00720210578986397,-0.000998492739435994
0.0236410498998207,-9.91959294221528e-05,0.00901568822714005,-0
0.0272796989752997,-0.000198120834012802,0.0103889203732541,5.11815914912114e-07
0.0314010608881677,-0.000299470073243899,0.0088956626149313,0.00100216816573317
0.0349162442344365,-0.00034509895989319,0.00764843336292592,0.002
0.0380245291143622,-0.000345174868174255,0.011435027877516,0.00200117566137006
0.0427940115271724,-0.00032797828931287,0.00928408244114737,0.00300055194654948
0.0465239437668713,-0.000328630780010716,0.00918741324340766,0.004
0.0500494781257359,-0.000362789490457696,0.0117887089763686,0.00400183835718589
0.0548091982745485,-0.000384003671483771,0.00890918465487855,0.00500243096742166
0.058496028267934,-0.000344038609936565,0.010349499396632,0.00700185561645445
0.0625404413979326,-0.000279339346490046,0.00857503819945199,0.00800021951831366
0.0659471967365485,-0.000262947348633337,0.0109088747225672,0.00900086477046506
0.0704928118426382,-0.000347234118470609,0.0107845794060749,0.0100050399148534
0.0749035931865311,-0.000493932252602196,0.0102305737865213,0.0120008853771127
0.0789809195553089,-0.000672053514014089,0.0133206077086888,0.0130015278097252
0.0842141170931813,-0.000786886349286657,0.00927917020227548,0.0140009045419854
0.0878807949530185,-0.000816414968234547,0.00921517662451138,0.015
0.0917542625412645,-0.00084033753482048,0.0116242507712308,0.0150021882869617
0.0965831338105574,-0.000899709389253377,0.0115333625989696,0.016
0.101259991481449,-0.0010097763484674,0.0117995125350722,0.016
0.106014416346686,-0.00109373449124822,0.0130925712341266,0.016
0.111303108257614,-0.00105646739068414,0.012417472120632,0.016
0.116343172781811,-0.00088954947211082,0.0128803392861428,0.016
0.121555545473541,-0.000710799726959242,0.0132169345361051,0.016
0.126888223835611,-0.000549439111405422,0.0144734516891958,0.016
0.132739307469149,-0.000509398213946221,0.0139967497180124,0.016
0.138450333047691,-0.000516905865983692,0.0123773819294696,0.016
0.143377320757392,-0.000496117869191262,0.0141445115600178,0.016
0.148834444001661,-0.000401670749873705,0.0108211414133274,0.016
0.153163624885563,-0.000225242078160275,0.0134833730878375,0.016
0.158744525554905,-7.9650885567555e-05,0.0123557340347401,0.016
0.163774591199411,-1.63443706088566e-05,0.0151264736695954,0.016
