CTE,dCurvature,HeadingError,lookAhead1,lookAhead2,lookAhead3,lookAhead4,lookAhead5,steerAngle
-0.0100939169673612,0,-0.00391519274668423,0.000770512749599469,0.000371871367678518,6.10722834415392e-05,0.000467267956620942,8.19546968682838e-06,-0.025
-0.0117066080282335,6.86699024707792e-05,-0.000876696367395957,0.000721361401878893,0.000365458243135622,2.17434858955488e-05,0.00047263579139513,1.1243285238879e-05,-0.025
-0.0121015558817178,5.72251633675621e-05,-0.00339190879999401,0.000680402283147987,0.000360113982974328,-1.10305110399221e-05,0.000437839633494321,1.3783130399619e-05,-0.025
-0.0135175916847465,6.86704553372746e-05,-0.00373538496291836,0.000631251728413317,0.000353700889007808,-5.03593002257417e-05,0.000396084231440581,1.68309447727145e-05,-0.025
-0.0150648355967043,6.86706748640877e-05,-0.00185588015590382,0.000596514349088653,0.000347287812751153,-8.96880814332169e-05,0.000354328832141068,1.9878759145564e-05,-0.025
-0.0158567911648504,5.72256593663587e-05,-0.00551858576525854,0.00058082233115354,0.000341943597209473,-0.000122462059093851,0.000319532676031216,2.24186042980885e-05,-0.025
-0.0181298147555809,6.86707939474353e-05,-0.0026157148870965,0.000561991788884827,0.000335530556555747,-0.000118171538415988,0.000277777312529992,2.54664152189537e-05,-0.025
-0.019236616701449,5.72255508003202e-05,-0.00299194123943519,0.000546299584233667,0.000330186371086397,-7.38201000693719e-05,0.000242981196558005,2.80062578079747e-05,-0.025
-0.0205126784927626,6.86703500890405e-05,-0.00240401914802985,0.00052746885147731,0.000323773368325134,-2.05983851490696e-05,0.000201225885192419,3.47420434585515e-05,-0.025
-0.0215465966051446,3.16521233138314e-05,-0.00389841286840864,0.000511776512786972,0.000318429216420791,2.37530426994506e-05,0.000166429811317393,5.09174938385874e-05,-0.025
-0.0231946926004148,-4.88573460135093e-05,-0.0043940155429335,0.000492945646448659,0.000312016251835746,7.69747597499316e-05,0.000124674544529291,7.03678882940154e-05,-0.0249990916834821
